Date,Identifiant,Genre,Annee_diplome,Type_formation,Filiere,Situation_actuelle,Nature_contrat,Region,Pays,Pays_etranger,Anciennete,Secteur,Nom_entreprise,Taille_entreprise,Departement,Intitule_poste,Secteur_activite,Salaire_annuel_brut,Salaire_annuel_brut_primes,Responsabilite_hierarchique,Responsabilite_budget,Responsabilite_equipe,Responsabilite_projet,Satisfaction_relations,Satisfaction_salaire,Satisfaction_autonomie,Satisfaction_localisation,Satisfaction_globale
2023-02-04 08:52:18,1767651050592520.0,Homme,2022,Apprentissage,SE,Activite,CDI,Auvergne-Rhone-Alpes,France,,0.0,Prive,Elsys Design,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur d'etudes junior,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",34200.0,40065.0,,,,,5.0,4.0,3.0,5.0,5.0
2023-02-03 20:32:02,1894439451464820.0,Femme,2022,Initiale,STE,Sans Activite volontairement,,,,,,,,,,,,,,,,,,,,,,
2023-02-03 19:43:53,1768989255935150.0,Homme,2022,Professionalisation,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,3.0,Prive,STMICROELECTRONICS (CROLLES 2) SAS,250_4999,"Methodes, controle de production, maintenance",Ingenieur process control,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,40079.0,40079.0,,,,,5.0,3.0,4.0,5.0,4.0
2023-02-03 19:35:44,1789357082352010.0,Homme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,,Prive,Sarl,50_249,Etudes - Conseil et expertise (autre qu'informatique),,Autres secteurs ,,,,,,,,4.0,,,
2023-02-03 18:54:57,1794779570101440.0,Femme,2020,Initiale,STE,These,,,,,,,,,,,,,,,,,,,,,,
2023-02-03 18:23:24,1793944378693350.0,Homme,2021,Initiale,IG,Activite,CDI,Occitanie,France,,14.0,Prive,SARL,50_249,Etudes et developpement en systemes d'information ,Architect Logiciel Junior,Industrie des technologies de l'Information et de la Communication (TIC),42000.0,50000.0,,,,,5.0,5.0,5.0,5.0,5.0
2023-02-03 18:11:24,1783492640861580.0,Femme,2021,Apprentissage,EGC,Activite,CDI,Occitanie,France,,16.0,Prive,SOGEA SUD HYDRAULIQUE ,50_249,Production - Exploitation ,Conductrice de travaux ,"Construction, BTP",40000.0,42000.0,,,,,5.0,2.0,4.0,5.0,4.0
2023-02-03 17:51:00,1788636474868090.0,Femme,2020,Initiale,STE,Activite,CDI,Hauts-de-France,France,,30.0,Prive,Sarl,_10,Maitrise d'ouvrage ,Chargee de missions ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",,,,,,,5.0,3.0,4.0,5.0,3.0
2023-02-03 17:50:35,1788516816974610.0,Femme,2021,Initiale,MAT,Activite,CDI,Occitanie,France,,15.0,Prive,HYCCO,10_19,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",RetD and composite materials engineer,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33000.0,33000.0,,,,,5.0,2.0,3.0,4.0,4.0
2023-02-03 17:41:18,1789078901656150.0,Homme,2021,Initiale,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,14.0,Prive,Abylsen ST/RA,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur consultant,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",27000.0,35825.0,,,,,3.0,3.0,4.0,3.0,4.0
2023-02-03 17:34:57,1857533978999260.0,Femme,2021,Initiale,STE,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-03 17:14:18,1788522988116180.0,Homme,2021,Professionalisation,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,29.0,Prive,IDEUM PARTNERS,10_19,Etudes - Conseil et expertise (autre qu'informatique),ingenieur structure ,"Construction, BTP",32400.0,35000.0,,,,,5.0,3.0,5.0,4.0,4.0
2023-02-13 10:51:36,1775263662780760.0,Femme,2020,Initiale,MAT,Activite,CDD,Occitanie,France,,0.0,Public,Universite de Montpellier,5000_,Enseignement - Formation ,Assistante pedagogique,"Enseignement, recherche",20508.0,20508.0,NON,NON,NON,NON,5.0,1.0,5.0,5.0,3.0
2023-02-03 16:44:35,1788742473726050.0,Homme,2022,Initiale,MAT,Activite,CTT,Auvergne-Rhone-Alpes,France,,4.0,Prive,Solvay ,5000_,Analyse de cycle de vie (LCA),LCA ingineer,Industrie chimique,43000.0,43000.0,,,,,5.0,5.0,4.0,4.0,5.0
2023-02-03 16:39:56,1776106723950220.0,Homme,2020,Initiale,STE,Activite,CDI,Occitanie,France,,24.0,Prive,SAUR,5000_,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur charge d'affaires,"Production et distribution d'eau assainissement, gestion des dechets et depollution",42000.0,45000.0,,,,,4.0,4.0,4.0,4.0,4.0
2023-02-03 16:29:33,1788969137646660.0,Homme,2021,Initiale,MAT,Activite,CDI,Occitanie,France,,3.0,Prive,Setec Eocen,50_249,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur attache d'Etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33000.0,36000.0,,,,,4.0,3.0,3.0,4.0,3.0
2023-02-03 16:12:43,1798527272251430.0,Homme,2020,Initiale,STE,Activite,CDI,Auvergne-Rhone-Alpes,France,,27.0,Prive,SAS,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Charge d'affaires villes durables et gestion hydrique ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",35000.0,35000.0,,,,,4.0,4.0,5.0,5.0,4.0
2023-04-20 16:53:35,1783101102983360.0,Femme,2020,Initiale,MAT,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,0.0,Prive,SADE,5000_,Maitrise d'ouvrage ,Aide conductrice de travaux,"Construction, BTP",38400.0,40000.0,OUI,OUI,OUI,OUI,,4.0,,4.0,4.0
2023-02-03 15:47:00,1767190347040890.0,Homme,2021,Initiale,STE,Activite,CDI,Guyane,France,,16.0,Prive,SARL,_10,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur eau et environnement,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",42000.0,42000.0,,,,,5.0,4.0,5.0,5.0,5.0
2023-02-03 15:00:17,1788414641969310.0,Femme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,16.0,Prive,Cabinet d'etudes Rene gaxieu,50_249,Maitrise d'ouvrage ,Ingenieure d'etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",26500.0,26500.0,,,,,5.0,3.0,4.0,2.0,4.0
2023-02-02 22:14:22,1782338086315260.0,Femme,2020,Initiale,IG,Activite,CDI,Auvergne-Rhone-Alpes,France,,28.0,Prive,Next Decision,50_249,Etudes et developpement en systemes d'information ,Consultant DATA,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",35300.0,40000.0,NON,NON,OUI,OUI,5.0,4.0,4.0,5.0,5.0
2023-02-02 21:12:47,1793744702832620.0,Homme,2021,Initiale,MAT,Volontariat,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 14:39:53,1783429146219060.0,Femme,2022,Professionalisation,GBA,Activite,CDI,Bretagne,France,,6.0,Prive,Societe Beurriere de Retiers Groupe Lactalis,50_249,Production - Exploitation ,Ingenieur producton,Industrie agroalimentaire ,,,OUI,NON,OUI,OUI,3.0,3.0,5.0,2.0,4.0
2023-02-02 12:14:05,1876615328587050.0,Femme,2022,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-02-01 22:00:14,1782910793416910.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,12.0,Prive,ALISPHARM,50_249,,Ingenieure consultante,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",31000.0,36000.0,NON,NON,OUI,OUI,5.0,5.0,4.0,3.0,5.0
2023-02-01 12:44:37,1767838795874690.0,Homme,2020,Professionalisation,STE,Activite,CDI,Auvergne-Rhone-Alpes,France,,0.0,Prive,ARTELIA BATIMENT et INDUSTRIE,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur modelisation hydrosedimentaire ,"Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques",34000.0,36000.0,NON,NON,NON,NON,,4.0,,5.0,
2023-02-01 12:08:22,1798760311663560.0,Homme,2022,Initiale,STE,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,Safege Suez Consulting,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur de projet,"Production et distribution d'eau assainissement, gestion des dechets et depollution",34000.0,34000.0,NON,,NON,OUI,5.0,3.0,2.0,5.0,3.0
2023-01-31 21:58:04,1776170214132840.0,Homme,2021,Professionalisation,STE,Activite,CDI,Occitanie,France,,28.0,Prive,PREDICT SERVICES,20_49,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur risque hydrometeorologique et commercial,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",27600.0,39500.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,5.0
2023-01-31 19:00:19,1782332213242230.0,Femme,2022,Initiale,IG,Activite,CDI,ile-de-France,France,,2.0,Prive,MESSAGES COMMUNICATION CONSEIL,20_49,,,Activites informatiques et services d'information (TIC services),40000.0,40000.0,NON,NON,NON,OUI,5.0,4.0,5.0,5.0,4.0
2023-01-31 16:54:30,1793840298363260.0,Ne souhaite pas repondre,2021,Initiale,GBA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-31 14:55:25,1776391941006830.0,Femme,2021,Initiale,IG,Activite,CDI,Occitanie,France,,17.0,Prive,CAISSE EPARGNE LANGUEDOC ROUSSILLON,250_4999,Marketing,Chef de projets etudes et pilotages,Activites financieres et d'assurance,36000.0,40000.0,NON,NON,NON,OUI,5.0,4.0,3.0,5.0,4.0
2023-01-31 14:48:07,1789139062938010.0,Homme,2022,Apprentissage,MSI,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-31 13:17:47,1758308385440000.0,Femme,2022,Initiale,STE,Activite,CDI,Occitanie,France,,4.0,Prive,Citeo ingenierie ,_10,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur charge d'affaires ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",,,NON,NON,NON,NON,5.0,5.0,5.0,5.0,5.0
2023-01-18 16:45:44,1788460151741930.0,Homme,2020,Initiale,MAT,Activite,CDI,Occitanie,France,,31.0,Prive,Vallair Industry,50_249,"Methodes, controle de production, maintenance",Aerostructures Engineer,"Industrie automobile, aeronautique, navale, ferroviaire",39000.0,39000.0,OUI,NON,OUI,OUI,4.0,4.0,4.0,5.0,4.0
2023-01-31 10:18:31,1788522934411620.0,Homme,2021,Apprentissage,MSI,Activite,CDI,Occitanie,France,,3.0,Prive,SASU,250_4999,Commercial(e) (dont ingenieur(e) d'affaire) ,Charge d'affaires,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,35052.0,38200.0,OUI,OUI,OUI,OUI,4.0,4.0,5.0,4.0,4.0
2023-01-31 02:53:35,1793840353499340.0,Homme,2021,Apprentissage,MSI,Activite,Contrat local,,Etranger,Chine,17.0,Prive,Societe Anonyme a conseil d'administration,50_249,Production - Exploitation ,Project Manager,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",30000.0,30000.0,OUI,OUI,OUI,OUI,5.0,4.0,5.0,3.0,5.0
2023-01-30 22:49:55,1769007803921480.0,Homme,2020,Initiale,IG,Activite,CDI,Auvergne-Rhone-Alpes,France,,25.0,Prive,Viveris Systemes,50_249,Etudes et developpement en systemes d'information ,,Industrie des technologies de l'Information et de la Communication (TIC),36400.0,36400.0,NON,NON,NON,OUI,5.0,4.0,5.0,5.0,4.0
2023-01-30 21:17:03,1776392099532870.0,Homme,2020,Initiale,STE,Activite,CDI,Grand Est,France,,11.0,Association / ONG,LPO Grand Est,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Charge de Mission Lorraine,"Autres Activites specialisees, scientifiques et techniques",25000.0,26000.0,NON,OUI,NON,OUI,3.0,3.0,4.0,3.0,4.0
2023-01-30 19:59:24,1789078790001190.0,Femme,2020,Initiale,STE,Activite,CDD,Grand Est,France,,22.0,Public,Communaute d'Agglomeration ,50_249,Direction de l'eau ,Chargee de mission protection du milieu recepteur ,"Administration d'etat, Collectivites territoriales, Hospitaliere",30000.0,30000.0,NON,OUI,NON,OUI,5.0,4.0,4.0,2.0,4.0
2023-01-30 18:59:41,1876018949196780.0,Homme,2022,Initiale,IG,Activite,CDI,Auvergne-Rhone-Alpes,France,,5.0,Prive,STEAMULO LYON,10_19,Etudes et developpement en systemes d'information ,Ingenieur etude et developpement,Activites informatiques et services d'information (TIC services),35000.0,38000.0,OUI,NON,OUI,OUI,5.0,4.0,5.0,5.0,5.0
2023-01-30 18:25:40,1782336121852570.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Auvergne-Rhone-Alpes,France,,15.0,Prive,Foselev Agintis,50_249,"Methodes, controle de production, maintenance",Ingenieur soudage QAQC,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,32400.0,35100.0,NON,NON,NON,NON,5.0,4.0,4.0,2.0,4.0
2023-01-30 16:23:53,1782593009868980.0,Homme,2022,Apprentissage,MSI,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 15:58:31,1793784758875840.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Nouvelle-Aquitaine,France,,15.0,Prive,Wanecque ,20_49,Production - Exploitation ,Responsable du pole industriel ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,40000.0,40000.0,OUI,OUI,OUI,OUI,5.0,5.0,5.0,5.0,5.0
2023-01-30 15:58:24,1776019305998310.0,Homme,2022,Apprentissage,MSI,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,SIGEDI,50_249,Production - Exploitation ,Charge d'affaires,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",39000.0,45000.0,OUI,OUI,OUI,OUI,5.0,4.0,5.0,5.0,5.0
2023-01-30 14:14:56,1866827524757850.0,Homme,2022,Apprentissage,MSI,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 13:35:09,1775263824687930.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,28.0,Prive,Cmi tech 5i Pastor ,250_4999,"Methodes, controle de production, maintenance",Responsable d'Activites adjoint ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,46000.0,46000.0,OUI,OUI,OUI,OUI,5.0,3.0,4.0,5.0,4.0
2023-01-30 12:51:06,1868316574902200.0,Homme,2022,Apprentissage,MSI,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 12:08:46,1767472869101240.0,Homme,2021,Apprentissage,MSI,Activite,CDI,Auvergne-Rhone-Alpes,France,,15.0,Prive,SA,50_249,"Methodes, controle de production, maintenance",Referent Technique etudes ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,39000.0,40000.0,OUI,OUI,OUI,OUI,5.0,4.0,5.0,4.0,5.0
2023-01-30 12:00:27,1776102210966950.0,Homme,2022,Apprentissage,MSI,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,electricite de France EDF,5000_,Production - Exploitation ,Inspecteur au Service Inspection Reconnu,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",37000.0,50000.0,NON,NON,NON,OUI,4.0,4.0,4.0,5.0,4.0
2023-01-30 11:45:00,1767833604358820.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,5.0,Prive,John Cockerill CMI,250_4999,Travaux Neuf et Maintenance Mecanique Chaudronnerie,Responsable d'Activite ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,47000.0,51000.0,OUI,OUI,OUI,OUI,5.0,3.0,5.0,5.0,5.0
2023-01-30 11:44:17,1876101853372190.0,Homme,2022,Apprentissage,MSI,Volontariat,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 11:42:39,1793784808516880.0,Homme,2022,Apprentissage,MSI,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,4.0,Prive,SARL,10_19,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur charge d'affaires ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,41000.0,43500.0,OUI,OUI,OUI,OUI,5.0,5.0,5.0,5.0,5.0
2023-01-30 11:36:09,1988410468693410.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,24.0,Prive,ONET Technologies ,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur soudeur ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,38000.0,65000.0,NON,OUI,NON,OUI,,,,,
2023-01-30 11:12:13,1789139067979590.0,Homme,2020,Initiale,MAT,Activite,CDI,Occitanie,France,,9.0,Prive,COLAS,5000_,Production - Exploitation ,Ingenieur MAT,"Construction, BTP",42000.0,42000.0,NON,OUI,OUI,OUI,5.0,4.0,4.0,4.0,4.0
2023-01-30 09:32:54,1775345027361030.0,Homme,2022,Professionalisation,IG,Activite,CDI,Nouvelle-Aquitaine,France,,1.0,Prive,Atos,5000_,Audit ,Consultant Cybersecurite,Activites informatiques et services d'information (TIC services),38380.0,38380.0,NON,NON,NON,NON,5.0,5.0,5.0,3.0,4.0
2023-01-30 08:35:06,1782336255547400.0,Homme,2020,Apprentissage,EGC,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,28.0,Prive,NGE GENIE CIVIL,5000_,Production - Exploitation ,Ingenieur Travaux,"Construction, BTP",40320.0,43520.0,OUI,OUI,OUI,OUI,4.0,3.0,5.0,4.0,4.0
2023-01-29 17:04:11,1783800466184510.0,Homme,2022,Initiale,MI,Activite,CDI,Auvergne-Rhone-Alpes,France,,1.0,Prive,ESI France,250_4999,,,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",37000.0,38300.0,NON,NON,NON,NON,,,,4.0,
2023-01-29 16:15:52,1789142466393570.0,Femme,2021,Initiale,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,12.0,Prive,SAS,10_19,"Qualite, hygiene, securite, environnement, normalisation, certification",Assistante qualite ,Industrie agroalimentaire ,27600.0,28500.0,NON,OUI,NON,NON,3.0,2.0,2.0,5.0,3.0
2023-01-28 20:07:37,1876694875455180.0,Femme,2021,Professionalisation,GBA,Activite,CTT,Nouvelle-Aquitaine,France,,2.0,Prive,Abalone,50_249,"Developpement durable, RSE (Responsabilite Societale des Entreprises)",Encadrante ,"Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...)",,,OUI,NON,OUI,OUI,5.0,3.0,5.0,5.0,4.0
2023-05-09 12:13:04,1768989176927280.0,Homme,2020,Initiale,MAT,Activite,CDI,Hauts-de-France,France,,6.0,Prive,SOPRA STERIA GROUP,5000_,,Ingenieur d'etudes et developpement,Activites informatiques et services d'information (TIC services),25800.0,25800.0,NON,NON,NON,NON,5.0,2.0,4.0,2.0,4.0
2023-01-28 15:48:36,1776167204629220.0,Homme,2022,Initiale,MAT,Activite,CDI,,Etranger,Canada ,1.0,Prive,Pomerleau ,250_4999,Maitrise d'ouvrage ,Responsable technique ,"Construction, BTP",48000.0,48000.0,NON,NON,OUI,OUI,5.0,5.0,5.0,5.0,5.0
2023-01-28 15:33:54,1782390418773570.0,Homme,2020,Apprentissage,MSI,Activite,CDI,Auvergne-Rhone-Alpes,France,,15.0,Prive,Monteiro ,250_4999,"Methodes, controle de production, maintenance",Preparateur Qualite ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,30000.0,40000.0,OUI,NON,NON,OUI,5.0,3.0,4.0,2.0,4.0
2023-01-28 12:30:17,1776167142122940.0,Femme,2020,Initiale,IG,Activite,CDI,Auvergne-Rhone-Alpes,France,,26.0,Prive,Euro information developpements,250_4999,Etudes et developpement en systemes d'information ,Analyste developpeur,Activites informatiques et services d'information (TIC services),37530.0,45530.0,NON,NON,NON,NON,4.0,4.0,5.0,3.0,4.0
2023-01-28 12:28:25,1775413789426590.0,Femme,2021,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-01-28 10:20:32,1782596900798490.0,Femme,2022,Professionalisation,GBA,Activite,CDD,Auvergne-Rhone-Alpes,France,,0.0,Prive,Societe des Eaux de Volvic,250_4999,Production - Exploitation ,Chef d'equipe ,Industrie agroalimentaire ,40000.0,45000.0,OUI,NON,OUI,NON,,5.0,,4.0,4.0
2023-01-28 02:19:57,1782333712239640.0,Femme,2020,Initiale,STE,Activite,CDI,Martinique,France,,12.0,Prive,GINGER BURGEAP,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieure d'etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",30000.0,30000.0,NON,NON,NON,OUI,5.0,2.0,4.0,4.0,3.0
2023-01-27 23:54:54,1789078855917810.0,Homme,2021,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-01-27 21:38:20,1783101042010010.0,Femme,2022,Professionalisation,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,4.0,Prive,Nouvelle societe Christian Potier ,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Chargee de projet / Formulation RetD,Industrie agroalimentaire ,30000.0,32500.0,NON,OUI,NON,OUI,3.0,3.0,5.0,5.0,3.0
2023-01-27 20:37:48,1776615757693250.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Nouvelle-Aquitaine,France,,9.0,Prive,Bledina,250_4999,"Qualite, hygiene, securite, environnement, normalisation, certification",Ingenieur qualite et food safety,Industrie agroalimentaire ,37050.0,46000.0,OUI,NON,OUI,OUI,5.0,5.0,5.0,3.0,4.0
2023-01-27 20:04:21,1893834511009910.0,Femme,2020,Initiale,GBA,Activite,CDI,Bretagne,France,,18.0,Prive,SAS,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur recherche et developpement ,Industrie agroalimentaire ,31500.0,34000.0,NON,OUI,NON,OUI,5.0,3.0,4.0,3.0,5.0
2023-01-27 19:28:43,1798760221846800.0,Homme,2020,Professionalisation,STE,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,28.0,Prive,SARL Cabinet Tramoy,10_19,Maitrise d'ouvrage ,Ingenieur d'etude hydraulique,"Construction, BTP",34000.0,35000.0,OUI,OUI,NON,OUI,5.0,3.0,5.0,4.0,4.0
2023-01-27 17:40:31,1798623353301810.0,Homme,2021,Initiale,STE,En creation d'entreprise /reprise d'entreprise,,,Etranger,"Comores, Haiti",4.0,Prive,SAS,0,Assistance technique,President,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",,,NON,NON,OUI,OUI,4.0,,4.0,5.0,4.0
2023-01-27 16:18:04,1788516818073160.0,Femme,2022,Professionalisation,STE,Activite,CDI,Occitanie,France,,6.0,Prive,SERPE SASU,250_4999,chargee d'etude + conduite de travaux,Chargee d'etude,"Production et distribution d'eau assainissement, gestion des dechets et depollution",,,NON,NON,NON,OUI,4.0,4.0,3.0,5.0,3.0
2023-01-27 15:45:15,1783101040779280.0,Femme,2022,Professionalisation,STE,Activite,CDI,ile-de-France,France,,3.0,Prive,SA,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Charge d'affaires,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",35160.0,35160.0,NON,NON,NON,NON,5.0,5.0,5.0,4.0,4.0
2023-01-27 15:29:12,1776551931058330.0,Homme,2020,Initiale,STE,Activite,CDI,Occitanie,France,,27.0,Prive,Antea Group,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur d'etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",34500.0,36000.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,5.0
2023-02-05 17:38:15,1776615753228320.0,Homme,2020,Initiale,MAT,Activite,CDI,ile-de-France,France,,18.0,Prive,SOLUTEC,250_4999,Informatique industrielle et technique ,,Activites informatiques et services d'information (TIC services),39000.0,43000.0,,,,,5.0,4.0,4.0,2.0,3.0
2023-01-27 13:56:30,1788753565237490.0,Femme,2022,Initiale,STE,Activite,CDD,Occitanie,France,,5.0,Prive,comprehend pas,250_4999,,ingenieur hydraulique urbaine et fluvial,Autres secteurs ,30000.0,30000.0,,,,,,5.0,,,
2023-01-27 13:44:37,1789248177506590.0,Femme,2022,Initiale,STE,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,4.0,Prive,Suez consulting ,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur de projet en hydraulique fluviale ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33500.0,33500.0,NON,NON,NON,OUI,2.0,4.0,3.0,4.0,4.0
2023-01-27 13:42:53,1794779518200490.0,Homme,2022,Professionalisation,MAT,Activite,CDI,Occitanie,France,,2.0,Prive,Prive,50_249,"Innovation, transfert de technologie, propriete industrielle, brevets",PMO,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",36000.0,36000.0,NON,OUI,OUI,OUI,5.0,2.0,3.0,5.0,3.0
2023-01-27 13:41:16,1783486283449130.0,Homme,2021,Initiale,STE,Sans Activite volontairement,,,,,,,,,,,,,,,,,,,,,,
2023-01-27 13:34:43,1767638238509350.0,Femme,2020,Initiale,IG,Activite,CDI,Bretagne,France,,27.0,Prive,Orange Business Services,5000_,Informatique industrielle et technique ,Ingenieur Developpement et Production,Industrie des technologies de l'Information et de la Communication (TIC),35400.0,37000.0,NON,NON,NON,OUI,4.0,2.0,4.0,4.0,4.0
2023-01-27 13:28:58,1782327180969030.0,Homme,2021,Initiale,IG,Activite,CDI,Auvergne-Rhone-Alpes,France,,16.0,Prive,CGI France Clermont,250_4999,Etudes et developpement en systemes d'information ,ing techno de l'info,Activites informatiques et services d'information (TIC services),33450.0,33450.0,NON,NON,NON,NON,5.0,4.0,3.0,5.0,4.0
2023-01-27 12:34:16,1776615819557690.0,Femme,2020,Apprentissage,MSI,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,14.0,Prive,Endel,5000_,"Methodes, controle de production, maintenance",,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,37000.0,37000.0,OUI,NON,NON,NON,3.0,5.0,2.0,1.0,1.0
2023-01-27 12:33:24,1857534025890080.0,Femme,2022,Initiale,STE,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,4.0,Prive,SCE ,250_4999,Milieux aquatiques et prevention des inondations,Chargee d'etudes ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",28000.0,28000.0,NON,NON,NON,NON,4.0,3.0,4.0,,4.0
2023-01-27 11:56:55,1782332336322280.0,Femme,2020,Initiale,STE,Activite,CDI,Occitanie,France,,30.0,Prive,I S L INGENIERIE,50_249,Etudes - Conseil et expertise (autre qu'informatique),Chargee d'etudes en hydraulique fluviale,"Autres Activites specialisees, scientifiques et techniques",32000.0,32000.0,NON,NON,NON,NON,5.0,2.0,3.0,5.0,4.0
2023-01-27 11:54:37,1794828417351500.0,Homme,2020,Initiale,STE,Activite,CDI,Occitanie,France,,24.0,Prive,SYDED du Lot,250_4999,Assistance technique,Charge de Projets Genie Civil - Traitement,"Administration d'etat, Collectivites territoriales, Hospitaliere",32900.0,35600.0,OUI,NON,NON,OUI,4.0,4.0,4.0,3.0,4.0
